Delivery Date,Depot Name,Route Name,Weight,Sales_Amount
1-Jan-19,Depot 5,Route 45,3273.76,295714
1-Jan-19,Depot 5,Route 46,4276.7,409769
1-Jan-19,Depot 5,Route 47,1888.14,152615
1-Jan-19,Depot 5,Route 48,3305.9,312237
1-Jan-19,Depot 5,Route 49,2476.03,229809
1-Jan-19,Depot 5,Route 50,1789.31,185569
1-Jan-19,Depot 5,Route 51,3235.2,206647
1-Jan-19,Depot 5,Route 52,2890.34,211807
2-Jan-19,Depot 5,Route 42,2208,178160
2-Jan-19,Depot 5,Route 43,4671.42,378620
2-Jan-19,Depot 5,Route 44,1527.44,107984
2-Jan-19,Depot 5,Route 45,4081.29,361391
2-Jan-19,Depot 5,Route 52,2645.05,208720
2-Jan-19,Depot 5,Route 51,3485.32,235996
2-Jan-19,Depot 5,Route 50,1484.18,159430
2-Jan-19,Depot 5,Route 49,2523.26,235025
2-Jan-19,Depot 5,Route 48,2751.76,224111
2-Jan-19,Depot 5,Route 47,3149.36,226919
2-Jan-19,Depot 5,Route 46,2843.09,277339
3-Jan-19,Depot 5,Route 51,3548.01,252699
3-Jan-19,Depot 5,Route 50,1717.13,170050
3-Jan-19,Depot 5,Route 49,2025.54,188610
3-Jan-19,Depot 5,Route 48,2333.77,194811
3-Jan-19,Depot 5,Route 47,2384.81,218970
3-Jan-19,Depot 5,Route 46,3214.04,313053
3-Jan-19,Depot 5,Route 45,3469.66,333190
3-Jan-19,Depot 5,Route 44,596.76,38525
3-Jan-19,Depot 5,Route 43,4708.33,401100
3-Jan-19,Depot 5,Route 42,1759.98,136545
3-Jan-19,Depot 5,Route 52,1694.26,154105
4-Jan-19,Depot 5,Route 42,3227.91,240803
4-Jan-19,Depot 5,Route 52,2517.23,172834
4-Jan-19,Depot 5,Route 44,664,40390
4-Jan-19,Depot 5,Route 43,3131.94,211094
4-Jan-19,Depot 5,Route 45,4494.03,347542
4-Jan-19,Depot 5,Route 46,2972.62,278685
4-Jan-19,Depot 5,Route 47,2490.86,218350
4-Jan-19,Depot 5,Route 51,3559.01,265594
4-Jan-19,Depot 5,Route 50,1706.66,169416
4-Jan-19,Depot 5,Route 49,2222.57,202704
4-Jan-19,Depot 5,Route 48,2887.66,256192
5-Jan-19,Depot 5,Route 46,3490.03,336325
5-Jan-19,Depot 5,Route 47,2637.03,200194
5-Jan-19,Depot 5,Route 48,2701.79,221365
5-Jan-19,Depot 5,Route 49,2782.92,237970
5-Jan-19,Depot 5,Route 50,2504.56,239285
5-Jan-19,Depot 5,Route 45,3506.82,268006
5-Jan-19,Depot 5,Route 52,2789.2,214786
5-Jan-19,Depot 5,Route 44,1313.5,78700
5-Jan-19,Depot 5,Route 43,2334.77,190754
5-Jan-19,Depot 5,Route 42,2184.98,150752
5-Jan-19,Depot 5,Route 51,4200.21,276167
7-Jan-19,Depot 5,Route 52,2514.54,198851
7-Jan-19,Depot 5,Route 45,3504.58,242400
7-Jan-19,Depot 5,Route 51,3418.07,246324
7-Jan-19,Depot 5,Route 50,2494.49,235100
7-Jan-19,Depot 5,Route 49,2819.47,256590
7-Jan-19,Depot 5,Route 48,2343.97,206161
7-Jan-19,Depot 5,Route 47,2630.29,208936
7-Jan-19,Depot 5,Route 44,253.89,33705
7-Jan-19,Depot 5,Route 46,4175.62,404905
7-Jan-19,Depot 5,Route 43,4130.76,328224
7-Jan-19,Depot 5,Route 42,2921.19,215137
8-Jan-19,Depot 5,Route 48,2096.97,170852
8-Jan-19,Depot 5,Route 49,2285.75,206510
8-Jan-19,Depot 5,Route 50,2031.52,203140
8-Jan-19,Depot 5,Route 51,3450.4,241527
8-Jan-19,Depot 5,Route 52,3372.8,286022
8-Jan-19,Depot 5,Route 42,2663.03,202171
8-Jan-19,Depot 5,Route 43,2422.78,199874
8-Jan-19,Depot 5,Route 44,1198.16,105025
8-Jan-19,Depot 5,Route 45,3284.38,248710
8-Jan-19,Depot 5,Route 46,3019.52,292039
8-Jan-19,Depot 5,Route 47,2757.98,214945
9-Jan-19,Depot 5,Route 52,2931.43,212762
9-Jan-19,Depot 5,Route 45,2808.71,186590
9-Jan-19,Depot 5,Route 43,3237.51,254147
9-Jan-19,Depot 5,Route 42,2437.22,180076
9-Jan-19,Depot 5,Route 44,829.82,50485
9-Jan-19,Depot 5,Route 51,3180.15,229072
9-Jan-19,Depot 5,Route 46,2537.46,215385
9-Jan-19,Depot 5,Route 47,2128.84,173494
9-Jan-19,Depot 5,Route 48,1479.48,128827
9-Jan-19,Depot 5,Route 49,2414.06,216551
9-Jan-19,Depot 5,Route 50,1917.29,166959
10-Jan-19,Depot 5,Route 44,872.36,58230
10-Jan-19,Depot 5,Route 43,4490.15,371184
10-Jan-19,Depot 5,Route 42,2019.47,144267
10-Jan-19,Depot 5,Route 46,2395.53,231778
10-Jan-19,Depot 5,Route 47,2113.85,180047
10-Jan-19,Depot 5,Route 48,1276.02,106095
10-Jan-19,Depot 5,Route 49,2189.04,201545
10-Jan-19,Depot 5,Route 50,1533.02,149020
10-Jan-19,Depot 5,Route 51,3443.83,251732
10-Jan-19,Depot 5,Route 52,2653.63,220517
10-Jan-19,Depot 5,Route 45,4912.95,359430
11-Jan-19,Depot 5,Route 44,780.08,46640
11-Jan-19,Depot 5,Route 45,4270.3,283954
11-Jan-19,Depot 5,Route 42,2201.67,198520
11-Jan-19,Depot 5,Route 46,3381.27,304830
11-Jan-19,Depot 5,Route 47,3336.57,314570
11-Jan-19,Depot 5,Route 48,2586.8,221975
11-Jan-19,Depot 5,Route 49,2663.17,236620
11-Jan-19,Depot 5,Route 50,1890.83,174249
11-Jan-19,Depot 5,Route 51,3503.61,231160
11-Jan-19,Depot 5,Route 52,2568.76,225105
11-Jan-19,Depot 5,Route 43,3460.33,229018
12-Jan-19,Depot 5,Route 46,3252.54,324197
12-Jan-19,Depot 5,Route 50,2112.16,229947
12-Jan-19,Depot 5,Route 43,5321.19,438170
12-Jan-19,Depot 5,Route 47,2724.25,226608
12-Jan-19,Depot 5,Route 45,4153.62,282922
12-Jan-19,Depot 5,Route 42,3088.67,200023
12-Jan-19,Depot 5,Route 44,357.19,25372
12-Jan-19,Depot 5,Route 48,2547.22,256565
12-Jan-19,Depot 5,Route 49,1570.75,162595
12-Jan-19,Depot 5,Route 51,3663.8,250674
12-Jan-19,Depot 5,Route 52,3689.59,277648
14-Jan-19,Depot 5,Route 49,2538.62,230737
14-Jan-19,Depot 5,Route 50,2090.69,203788
14-Jan-19,Depot 5,Route 46,2953.17,268626
14-Jan-19,Depot 5,Route 45,2910.51,188029
14-Jan-19,Depot 5,Route 44,1069.91,67692
14-Jan-19,Depot 5,Route 43,4137.14,300834
14-Jan-19,Depot 5,Route 48,3918.72,277972
14-Jan-19,Depot 5,Route 51,3573.14,268003
14-Jan-19,Depot 5,Route 52,3318.65,273035
14-Jan-19,Depot 5,Route 47,2068.19,158068
14-Jan-19,Depot 5,Route 42,2398.98,185292
15-Jan-19,Depot 5,Route 45,3264.52,221635
15-Jan-19,Depot 5,Route 44,852.74,44223
15-Jan-19,Depot 5,Route 43,3891.9,241128
15-Jan-19,Depot 5,Route 42,3708.3,258033
15-Jan-19,Depot 5,Route 49,1433.02,142924
15-Jan-19,Depot 5,Route 47,2086.84,157170
15-Jan-19,Depot 5,Route 46,3492.96,302101
15-Jan-19,Depot 5,Route 48,2897.14,195105
15-Jan-19,Depot 5,Route 52,2691.46,195787
15-Jan-19,Depot 5,Route 51,3132.68,206905
15-Jan-19,Depot 5,Route 50,1545.1,141554
11-Jan-19,Depot 5,Route 50,2355.72,207881
11-Jan-19,Depot 5,Route 49,2174.18,192514
11-Jan-19,Depot 5,Route 42,2089.34,159431
11-Jan-19,Depot 5,Route 44,1051.91,63120
11-Jan-19,Depot 5,Route 45,2744.54,227605
11-Jan-19,Depot 5,Route 46,2581.73,249664
11-Jan-19,Depot 5,Route 51,3372.06,228177
11-Jan-19,Depot 5,Route 47,2686.49,185823
11-Jan-19,Depot 5,Route 48,2951.94,229091
11-Jan-19,Depot 5,Route 52,2993.18,279655
11-Jan-19,Depot 5,Route 43,4024.91,317349
17-Jan-19,Depot 5,Route 46,2876.8,262621
17-Jan-19,Depot 5,Route 42,2412.51,156115
17-Jan-19,Depot 5,Route 43,4176.12,260071
17-Jan-19,Depot 5,Route 44,1233.53,91890
17-Jan-19,Depot 5,Route 45,4404.53,275730
17-Jan-19,Depot 5,Route 48,2329.03,130250
17-Jan-19,Depot 5,Route 49,2249.45,190973
17-Jan-19,Depot 5,Route 50,2017.74,176027
17-Jan-19,Depot 5,Route 51,3610.37,233064
17-Jan-19,Depot 5,Route 52,2507.05,174988
17-Jan-19,Depot 5,Route 47,2935.23,186250
18-Jan-19,Depot 5,Route 46,2830.14,259449
18-Jan-19,Depot 5,Route 44,836.03,50862
18-Jan-19,Depot 5,Route 43,3360,212283
18-Jan-19,Depot 5,Route 42,2142.04,160554
18-Jan-19,Depot 5,Route 45,2100.7,154189
18-Jan-19,Depot 5,Route 52,2527.56,204059
18-Jan-19,Depot 5,Route 51,3519.88,223082
18-Jan-19,Depot 5,Route 50,1581.13,141049
18-Jan-19,Depot 5,Route 49,2450.72,236874
18-Jan-19,Depot 5,Route 48,1952.86,133916
18-Jan-19,Depot 5,Route 47,2078.62,172895
19-Jan-19,Depot 5,Route 44,841.66,44005
19-Jan-19,Depot 5,Route 43,3440.47,283829
19-Jan-19,Depot 5,Route 52,2939.37,217534
19-Jan-19,Depot 5,Route 51,3445.5,252671
19-Jan-19,Depot 5,Route 50,2064.18,194405
19-Jan-19,Depot 5,Route 49,1763.91,159385
19-Jan-19,Depot 5,Route 45,2965.16,237922
19-Jan-19,Depot 5,Route 48,2882.15,232762
19-Jan-19,Depot 5,Route 47,3545.76,227833
19-Jan-19,Depot 5,Route 46,3073.78,288373
19-Jan-19,Depot 5,Route 42,2646.2,207552
21-Jan-19,Depot 5,Route 52,3667.16,314942
21-Jan-19,Depot 5,Route 44,971.23,77693
21-Jan-19,Depot 5,Route 51,2510.06,170272
21-Jan-19,Depot 5,Route 50,2141.73,217970
21-Jan-19,Depot 5,Route 49,2701.2,262449
21-Jan-19,Depot 5,Route 48,2110.31,168968
21-Jan-19,Depot 5,Route 47,2655.19,224935
21-Jan-19,Depot 5,Route 46,3400.02,339680
21-Jan-19,Depot 5,Route 45,3270.91,238976
21-Jan-19,Depot 5,Route 43,5427.31,451084
21-Jan-19,Depot 5,Route 42,2240.59,169090
22-Jan-19,Depot 5,Route 43,3666.67,266742
22-Jan-19,Depot 5,Route 44,1077.73,68217
22-Jan-19,Depot 5,Route 45,2405.04,191775
22-Jan-19,Depot 5,Route 46,3017.97,294460
22-Jan-19,Depot 5,Route 42,2111.37,132367
22-Jan-19,Depot 5,Route 49,2554.78,246908
22-Jan-19,Depot 5,Route 47,2565.07,181922
22-Jan-19,Depot 5,Route 48,2531.95,232265
22-Jan-19,Depot 5,Route 50,2294.52,240245
22-Jan-19,Depot 5,Route 51,3100.57,233073
22-Jan-19,Depot 5,Route 52,3430.65,264953
23-Jan-19,Depot 5,Route 42,2002.9,150939
23-Jan-19,Depot 5,Route 43,2535.33,185245
23-Jan-19,Depot 5,Route 49,2096.04,210088
23-Jan-19,Depot 5,Route 52,2549.58,231824
23-Jan-19,Depot 5,Route 44,961.49,57398
23-Jan-19,Depot 5,Route 45,2588.78,207312
23-Jan-19,Depot 5,Route 46,2681.69,243865
23-Jan-19,Depot 5,Route 47,1919.26,158934
23-Jan-19,Depot 5,Route 48,1934.69,167812
23-Jan-19,Depot 5,Route 50,1561.41,172467
23-Jan-19,Depot 5,Route 51,3413.26,257752
24-Jan-19,Depot 5,Route 48,2011.2,201280
24-Jan-19,Depot 5,Route 49,2172.45,191365
24-Jan-19,Depot 5,Route 50,1782.82,174360
24-Jan-19,Depot 5,Route 51,2500.04,167412
24-Jan-19,Depot 5,Route 52,2757.24,219773
24-Jan-19,Depot 5,Route 46,2632.62,223940
24-Jan-19,Depot 5,Route 45,2503.22,213732
24-Jan-19,Depot 5,Route 44,667.71,34710
24-Jan-19,Depot 5,Route 43,2679.25,184995
24-Jan-19,Depot 5,Route 42,1968.98,148117
24-Jan-19,Depot 5,Route 47,2194.23,181247
25-Jan-19,Depot 5,Route 50,2504.9,268259
25-Jan-19,Depot 5,Route 42,2192.01,144499
25-Jan-19,Depot 5,Route 43,4200.62,340866
25-Jan-19,Depot 5,Route 44,813.8,61158
25-Jan-19,Depot 5,Route 52,2304.91,215658
25-Jan-19,Depot 5,Route 51,3670.24,252293
25-Jan-19,Depot 5,Route 45,2896.47,215867
25-Jan-19,Depot 5,Route 49,1947.89,213889
25-Jan-19,Depot 5,Route 48,1934.28,196761
25-Jan-19,Depot 5,Route 47,1832.33,154405
25-Jan-19,Depot 5,Route 46,2450.81,236764
21-Jan-19,Depot 5,Route 46,2721.71,271316
21-Jan-19,Depot 5,Route 44,1076.97,69770
21-Jan-19,Depot 5,Route 43,3074.06,244380
21-Jan-19,Depot 5,Route 52,2942.1,235806
21-Jan-19,Depot 5,Route 51,4345.44,324611
21-Jan-19,Depot 5,Route 50,2379.97,249057
21-Jan-19,Depot 5,Route 49,2244.97,234560
21-Jan-19,Depot 5,Route 48,2575.17,233830
21-Jan-19,Depot 5,Route 42,2530.32,178674
21-Jan-19,Depot 5,Route 45,5127.16,433185
21-Jan-19,Depot 5,Route 47,3752.51,299022
28-Jan-19,Depot 5,Route 45,5891.77,410926
28-Jan-19,Depot 5,Route 48,2136.54,166206
28-Jan-19,Depot 5,Route 52,3414.44,269050
28-Jan-19,Depot 5,Route 51,3249.73,220886
28-Jan-19,Depot 5,Route 50,1654.55,162491
28-Jan-19,Depot 5,Route 49,3149.81,317326
28-Jan-19,Depot 5,Route 47,2579.86,188058
28-Jan-19,Depot 5,Route 46,4205.45,387052
28-Jan-19,Depot 5,Route 44,699.65,39954
28-Jan-19,Depot 5,Route 43,4703.91,362744
28-Jan-19,Depot 5,Route 42,2278.96,167462
29-Jan-19,Depot 5,Route 49,2794.01,288647
29-Jan-19,Depot 5,Route 48,2506.6,239648
29-Jan-19,Depot 5,Route 43,3170.12,214443
29-Jan-19,Depot 5,Route 42,2126.84,155875
29-Jan-19,Depot 5,Route 44,1279.95,77407
29-Jan-19,Depot 5,Route 45,3650.01,250861
29-Jan-19,Depot 5,Route 46,3337.28,320629
29-Jan-19,Depot 5,Route 47,2450.06,213599
29-Jan-19,Depot 5,Route 52,3281.73,281093
29-Jan-19,Depot 5,Route 51,3345.98,248575
29-Jan-19,Depot 5,Route 50,1889.69,215446
30-Jan-19,Depot 5,Route 51,3579.7,262074
30-Jan-19,Depot 5,Route 50,1917.7,204121
30-Jan-19,Depot 5,Route 49,2701.92,282419
30-Jan-19,Depot 5,Route 52,3166.45,259217
30-Jan-19,Depot 5,Route 48,2890.3,266600
30-Jan-19,Depot 5,Route 47,2652.49,218447
30-Jan-19,Depot 5,Route 45,2772.44,258185
30-Jan-19,Depot 5,Route 42,2217.46,173420
30-Jan-19,Depot 5,Route 43,2903.66,239623
30-Jan-19,Depot 5,Route 44,680.4,43663
30-Jan-19,Depot 5,Route 46,2367.6,228135
1-Jan-19,Depot 6,Route 53,1630.01,99970
2-Jan-19,Depot 6,Route 53,1910.82,170900
3-Jan-19,Depot 6,Route 53,1700.51,118100
4-Jan-19,Depot 6,Route 53,2131.64,114191
5-Jan-19,Depot 6,Route 53,2360.65,148562
7-Jan-19,Depot 6,Route 53,1705.97,75443
8-Jan-19,Depot 6,Route 53,2091.36,147960
9-Jan-19,Depot 6,Route 53,2447.64,206867
10-Jan-19,Depot 6,Route 53,2151.75,109295
11-Jan-19,Depot 6,Route 53,3859.86,336540
12-Jan-19,Depot 6,Route 53,10871.4,606844
14-Jan-19,Depot 6,Route 53,3925.38,381249
15-Jan-19,Depot 6,Route 53,1271.85,75855
11-Jan-19,Depot 6,Route 53,4128.23,246865
17-Jan-19,Depot 6,Route 53,6120.31,435300
18-Jan-19,Depot 6,Route 53,2809.68,168050
19-Jan-19,Depot 6,Route 53,2083.02,92100
21-Jan-19,Depot 6,Route 53,4046.75,262638
22-Jan-19,Depot 6,Route 53,14082.52,780465
23-Jan-19,Depot 6,Route 53,3953.84,266358
24-Jan-19,Depot 6,Route 53,11390.67,968620
25-Jan-19,Depot 6,Route 53,3232.82,182033
21-Jan-19,Depot 6,Route 53,3386.41,97340
28-Jan-19,Depot 6,Route 53,2521.83,138956
29-Jan-19,Depot 6,Route 53,1165.93,47380
30-Jan-19,Depot 6,Route 53,3925.64,321990
1-Jan-19,Depot 7,Route 54,3310.79,192985
1-Jan-19,Depot 7,Route 55,1555.09,121260
1-Jan-19,Depot 7,Route 56,1752.28,124910
1-Jan-19,Depot 7,Route 57,3068.48,201895
1-Jan-19,Depot 7,Route 58,1911.94,140710
1-Jan-19,Depot 7,Route 59,2678.9,176245
1-Jan-19,Depot 7,Route 60,21,3860
1-Jan-19,Depot 7,Route 61,1955.69,117610
1-Jan-19,Depot 7,Route 62,3080.87,229390
1-Jan-19,Depot 7,Route 63,2706.59,202360
1-Jan-19,Depot 7,Route 64,1843.31,125655
1-Jan-19,Depot 7,Route 65,1812.83,154595
2-Jan-19,Depot 7,Route 62,2314.02,199405
2-Jan-19,Depot 7,Route 54,3021.13,240080
2-Jan-19,Depot 7,Route 65,1408.85,106865
2-Jan-19,Depot 7,Route 64,1933.63,119390
2-Jan-19,Depot 7,Route 63,1432.47,87890
2-Jan-19,Depot 7,Route 61,2363.39,147230
2-Jan-19,Depot 7,Route 60,57.18,5420
2-Jan-19,Depot 7,Route 57,2911.32,184585
2-Jan-19,Depot 7,Route 56,1791.2,138815
2-Jan-19,Depot 7,Route 55,1658.53,118720
2-Jan-19,Depot 7,Route 59,2044.61,128830
2-Jan-19,Depot 7,Route 58,2113.57,173470
3-Jan-19,Depot 7,Route 54,1858.3,101560
3-Jan-19,Depot 7,Route 65,2000.66,161035
3-Jan-19,Depot 7,Route 64,1984.12,125875
3-Jan-19,Depot 7,Route 63,1553.17,110550
3-Jan-19,Depot 7,Route 62,2172.05,153350
3-Jan-19,Depot 7,Route 61,2839.03,189660
3-Jan-19,Depot 7,Route 60,7.42,1225
3-Jan-19,Depot 7,Route 57,3181.17,205430
3-Jan-19,Depot 7,Route 56,1769.01,122965
3-Jan-19,Depot 7,Route 55,1764.77,138865
3-Jan-19,Depot 7,Route 59,2137.18,170105
3-Jan-19,Depot 7,Route 58,2318.62,172540
4-Jan-19,Depot 7,Route 54,2748.24,186205
4-Jan-19,Depot 7,Route 58,2382.92,168850
4-Jan-19,Depot 7,Route 59,2684.52,181480
4-Jan-19,Depot 7,Route 55,1588.98,113145
4-Jan-19,Depot 7,Route 65,1234.43,91860
4-Jan-19,Depot 7,Route 64,1968.03,139480
4-Jan-19,Depot 7,Route 63,1567.27,108150
4-Jan-19,Depot 7,Route 62,3332.97,255775
4-Jan-19,Depot 7,Route 61,2562.03,157015
4-Jan-19,Depot 7,Route 57,4286.78,272710
4-Jan-19,Depot 7,Route 56,1941.37,133950
5-Jan-19,Depot 7,Route 54,3110.01,166610
5-Jan-19,Depot 7,Route 56,2281.25,148200
5-Jan-19,Depot 7,Route 55,2068.09,156570
5-Jan-19,Depot 7,Route 59,2352.44,180475
5-Jan-19,Depot 7,Route 58,1860.03,142740
5-Jan-19,Depot 7,Route 57,2600.45,149445
5-Jan-19,Depot 7,Route 60,29,1735
5-Jan-19,Depot 7,Route 61,2811.69,219745
5-Jan-19,Depot 7,Route 62,2603.36,185090
5-Jan-19,Depot 7,Route 63,1409.36,100050
5-Jan-19,Depot 7,Route 64,2498.79,164949
5-Jan-19,Depot 7,Route 65,2971.88,218615
7-Jan-19,Depot 7,Route 65,2692.74,208155
7-Jan-19,Depot 7,Route 54,3346.67,216265
7-Jan-19,Depot 7,Route 64,2987.01,194950
7-Jan-19,Depot 7,Route 63,2201.69,175720
7-Jan-19,Depot 7,Route 62,3066.51,233010
7-Jan-19,Depot 7,Route 61,2813.73,175465
7-Jan-19,Depot 7,Route 60,90.2,6765
7-Jan-19,Depot 7,Route 57,3929.22,242150
7-Jan-19,Depot 7,Route 56,3315.5,227995
7-Jan-19,Depot 7,Route 55,1970.92,152530
7-Jan-19,Depot 7,Route 59,2149.8,135600
7-Jan-19,Depot 7,Route 58,2050.27,130866
8-Jan-19,Depot 7,Route 54,2825.52,247798
8-Jan-19,Depot 7,Route 65,2331.2,182755
8-Jan-19,Depot 7,Route 64,2198.71,144460
8-Jan-19,Depot 7,Route 63,1243.96,84156
8-Jan-19,Depot 7,Route 62,3163.78,229400.3
8-Jan-19,Depot 7,Route 57,4033.54,283603
8-Jan-19,Depot 7,Route 56,1780.37,123235
8-Jan-19,Depot 7,Route 55,1461.67,103130
8-Jan-19,Depot 7,Route 59,2124.18,131282
8-Jan-19,Depot 7,Route 58,2859.57,198232
8-Jan-19,Depot 7,Route 61,3816.57,281005
9-Jan-19,Depot 7,Route 54,2937.48,229715
9-Jan-19,Depot 7,Route 65,1551.78,135287
9-Jan-19,Depot 7,Route 64,2238.93,167992
9-Jan-19,Depot 7,Route 63,1641.6,114790
9-Jan-19,Depot 7,Route 62,2154.26,153273
9-Jan-19,Depot 7,Route 58,1860.99,155300
9-Jan-19,Depot 7,Route 59,2254.55,145493
9-Jan-19,Depot 7,Route 61,3258.69,212740
9-Jan-19,Depot 7,Route 60,1.18,210
9-Jan-19,Depot 7,Route 57,2675.08,169517
9-Jan-19,Depot 7,Route 56,2282.16,167805
9-Jan-19,Depot 7,Route 55,1435.08,108880
10-Jan-19,Depot 7,Route 57,3440.79,210287
10-Jan-19,Depot 7,Route 54,2390.09,164370
10-Jan-19,Depot 7,Route 65,2020.53,164751
10-Jan-19,Depot 7,Route 64,2076.94,152545
10-Jan-19,Depot 7,Route 63,1292.28,85124.3
10-Jan-19,Depot 7,Route 62,2785.38,216758
10-Jan-19,Depot 7,Route 61,2962.46,210568
10-Jan-19,Depot 7,Route 60,23,2575
10-Jan-19,Depot 7,Route 58,2125.3,153090
10-Jan-19,Depot 7,Route 59,2525.89,161792
10-Jan-19,Depot 7,Route 55,2061.06,150440
10-Jan-19,Depot 7,Route 56,1995.36,150075
11-Jan-19,Depot 7,Route 65,1741.19,141661
11-Jan-19,Depot 7,Route 64,2970.66,205170
11-Jan-19,Depot 7,Route 63,1366.53,98435
11-Jan-19,Depot 7,Route 62,2527.27,163210
11-Jan-19,Depot 7,Route 61,3662,286130
11-Jan-19,Depot 7,Route 60,81,4940
11-Jan-19,Depot 7,Route 57,3797.11,226181
11-Jan-19,Depot 7,Route 56,2811.68,189230
11-Jan-19,Depot 7,Route 55,1647.37,124350
11-Jan-19,Depot 7,Route 59,2153.66,138055
11-Jan-19,Depot 7,Route 58,2333.22,163597
11-Jan-19,Depot 7,Route 54,2607.48,159275
12-Jan-19,Depot 7,Route 59,2133.85,133630
12-Jan-19,Depot 7,Route 58,1876.2,125185
12-Jan-19,Depot 7,Route 55,2379.08,156880
12-Jan-19,Depot 7,Route 65,1857.28,131325
12-Jan-19,Depot 7,Route 57,3275.29,185374
12-Jan-19,Depot 7,Route 60,57.38,4330
12-Jan-19,Depot 7,Route 61,2099.67,145915
12-Jan-19,Depot 7,Route 62,2850.73,177680
12-Jan-19,Depot 7,Route 63,1728.09,118615
12-Jan-19,Depot 7,Route 66,211.05,17945
12-Jan-19,Depot 7,Route 54,2489.26,154600
12-Jan-19,Depot 7,Route 64,4120.61,266411
12-Jan-19,Depot 7,Route 56,2288.15,150479
14-Jan-19,Depot 7,Route 59,2351.21,160450
14-Jan-19,Depot 7,Route 55,1625.79,100385
14-Jan-19,Depot 7,Route 56,2571.33,184855
14-Jan-19,Depot 7,Route 57,3014.94,178038
14-Jan-19,Depot 7,Route 60,5.02,1520
14-Jan-19,Depot 7,Route 61,3992.39,271700
14-Jan-19,Depot 7,Route 62,2948.02,210945
14-Jan-19,Depot 7,Route 63,2619.71,184747
14-Jan-19,Depot 7,Route 54,4087.46,272597
14-Jan-19,Depot 7,Route 64,1825.66,143355
14-Jan-19,Depot 7,Route 65,2062.96,160141
14-Jan-19,Depot 7,Route 66,285.91,18865
14-Jan-19,Depot 7,Route 58,2984.74,207165
15-Jan-19,Depot 7,Route 54,2648.65,186030
15-Jan-19,Depot 7,Route 66,554.48,56930
15-Jan-19,Depot 7,Route 65,2433.82,183072
15-Jan-19,Depot 7,Route 64,2458.76,157935
15-Jan-19,Depot 7,Route 63,1857.59,131635
15-Jan-19,Depot 7,Route 62,3672.65,265540
15-Jan-19,Depot 7,Route 61,2332.07,140207
15-Jan-19,Depot 7,Route 60,30,2940
15-Jan-19,Depot 7,Route 57,3139.72,193998
15-Jan-19,Depot 7,Route 56,1297.59,81090
15-Jan-19,Depot 7,Route 55,1631.48,115605
15-Jan-19,Depot 7,Route 58,2479.59,180922
15-Jan-19,Depot 7,Route 59,2099.96,130195
11-Jan-19,Depot 7,Route 58,1939.15,137379
11-Jan-19,Depot 7,Route 63,1837.64,103198
11-Jan-19,Depot 7,Route 66,349.62,43216
11-Jan-19,Depot 7,Route 62,1343.5,89945
11-Jan-19,Depot 7,Route 54,2401.54,160600
11-Jan-19,Depot 7,Route 65,1499.57,104935
11-Jan-19,Depot 7,Route 61,3680.4,219150
11-Jan-19,Depot 7,Route 60,238,16180
11-Jan-19,Depot 7,Route 57,2613.11,153627
11-Jan-19,Depot 7,Route 59,2326.34,140920
11-Jan-19,Depot 7,Route 55,831.96,57735
11-Jan-19,Depot 7,Route 56,1122.49,77840
11-Jan-19,Depot 7,Route 64,1952.4,116969
17-Jan-19,Depot 7,Route 56,1056.56,65169
17-Jan-19,Depot 7,Route 57,2753.75,156745
17-Jan-19,Depot 7,Route 60,1.18,210
17-Jan-19,Depot 7,Route 61,2051.9,132689
17-Jan-19,Depot 7,Route 62,2546.54,182148
17-Jan-19,Depot 7,Route 63,1272.38,85300
17-Jan-19,Depot 7,Route 64,2226.65,152825
17-Jan-19,Depot 7,Route 65,2033.43,157615
17-Jan-19,Depot 7,Route 66,345.6,23725
17-Jan-19,Depot 7,Route 55,1913.99,147160
17-Jan-19,Depot 7,Route 59,1671.09,109720
17-Jan-19,Depot 7,Route 58,1793.32,117892
17-Jan-19,Depot 7,Route 54,2214.53,134112
18-Jan-19,Depot 7,Route 60,20,1950
18-Jan-19,Depot 7,Route 57,2437.56,135350
18-Jan-19,Depot 7,Route 56,1384.09,92090
18-Jan-19,Depot 7,Route 54,2263.27,144899
18-Jan-19,Depot 7,Route 66,51.2,1795
18-Jan-19,Depot 7,Route 65,1344.79,101660
18-Jan-19,Depot 7,Route 64,1787.96,126390
18-Jan-19,Depot 7,Route 63,1237.05,83900
18-Jan-19,Depot 7,Route 62,2553.31,175750
18-Jan-19,Depot 7,Route 61,2195.41,130345
18-Jan-19,Depot 7,Route 58,1487.81,108225
18-Jan-19,Depot 7,Route 59,1672.79,103593
18-Jan-19,Depot 7,Route 55,892.12,62010
19-Jan-19,Depot 7,Route 57,2849.09,167229
19-Jan-19,Depot 7,Route 61,2883.53,193336
19-Jan-19,Depot 7,Route 56,1732.15,140730
19-Jan-19,Depot 7,Route 62,3332.06,225165
19-Jan-19,Depot 7,Route 63,1947.05,132604
19-Jan-19,Depot 7,Route 64,2369.7,142158
19-Jan-19,Depot 7,Route 65,2831.19,212991
19-Jan-19,Depot 7,Route 66,503.32,53305
19-Jan-19,Depot 7,Route 54,2054.55,111833
19-Jan-19,Depot 7,Route 58,1947.4,137650
19-Jan-19,Depot 7,Route 59,2549.18,150760
19-Jan-19,Depot 7,Route 55,1425.96,92530
19-Jan-19,Depot 7,Route 60,11.97,380
21-Jan-19,Depot 7,Route 65,2151.11,171320
